Country,Year,Total emissions,Coal,Oil,Gas,Cement,Flaring
World,1751,10.992,10.992,0.0,0.0,0.0,0.0
World,1752,10.992,10.992,0.0,0.0,0.0,0.0
World,1753,10.992,10.992,0.0,0.0,0.0,0.0
World,1754,10.992,10.992,0.0,0.0,0.0,0.0
World,1755,10.992,10.992,0.0,0.0,0.0,0.0
World,1756,10.992,10.992,0.0,0.0,0.0,0.0
World,1757,10.992,10.992,0.0,0.0,0.0,0.0
World,1758,10.992,10.992,0.0,0.0,0.0,0.0
World,1759,10.992,10.992,0.0,0.0,0.0,0.0
World,1760,10.992,10.992,0.0,0.0,0.0,0.0
World,1761,10.992,10.992,0.0,0.0,0.0,0.0
World,1762,10.992,10.992,0.0,0.0,0.0,0.0
World,1763,10.992,10.992,0.0,0.0,0.0,0.0
World,1764,10.992,10.992,0.0,0.0,0.0,0.0
World,1765,10.992,10.992,0.0,0.0,0.0,0.0
World,1766,10.992,10.992,0.0,0.0,0.0,0.0
World,1767,10.992,10.992,0.0,0.0,0.0,0.0
World,1768,10.992,10.992,0.0,0.0,0.0,0.0
World,1769,10.992,10.992,0.0,0.0,0.0,0.0
World,1770,10.992,10.992,0.0,0.0,0.0,0.0
World,1771,14.656,14.656,0.0,0.0,0.0,0.0
World,1772,14.656,14.656,0.0,0.0,0.0,0.0
World,1773,14.656,14.656,0.0,0.0,0.0,0.0
World,1774,14.656,14.656,0.0,0.0,0.0,0.0
World,1775,14.656,14.656,0.0,0.0,0.0,0.0
World,1776,14.656,14.656,0.0,0.0,0.0,0.0
World,1777,14.656,14.656,0.0,0.0,0.0,0.0
World,1778,14.656,14.656,0.0,0.0,0.0,0.0
World,1779,14.656,14.656,0.0,0.0,0.0,0.0
World,1780,14.656,14.656,0.0,0.0,0.0,0.0
World,1781,18.32,18.32,0.0,0.0,0.0,0.0
World,1782,18.32,18.32,0.0,0.0,0.0,0.0
World,1783,18.32,18.32,0.0,0.0,0.0,0.0
World,1784,18.32,18.32,0.0,0.0,0.0,0.0
World,1785,18.32,18.32,0.0,0.0,0.0,0.0
World,1786,18.32,18.32,0.0,0.0,0.0,0.0
World,1787,18.32,18.32,0.0,0.0,0.0,0.0
World,1788,18.32,18.32,0.0,0.0,0.0,0.0
World,1789,18.32,18.32,0.0,0.0,0.0,0.0
World,1790,18.32,18.32,0.0,0.0,0.0,0.0
World,1791,21.984,21.984,0.0,0.0,0.0,0.0
World,1792,21.984,21.984,0.0,0.0,0.0,0.0
World,1793,21.984,21.984,0.0,0.0,0.0,0.0
World,1794,21.984,21.984,0.0,0.0,0.0,0.0
World,1795,21.984,21.984,0.0,0.0,0.0,0.0
World,1796,21.984,21.984,0.0,0.0,0.0,0.0
World,1797,25.648,25.648,0.0,0.0,0.0,0.0
World,1798,25.648,25.648,0.0,0.0,0.0,0.0
World,1799,25.648,25.648,0.0,0.0,0.0,0.0
World,1800,29.312,29.312,0.0,0.0,0.0,0.0
World,1801,29.312,29.312,0.0,0.0,0.0,0.0
World,1802,36.64,36.64,0.0,0.0,0.0,0.0
World,1803,32.976,32.976,0.0,0.0,0.0,0.0
World,1804,32.976,32.976,0.0,0.0,0.0,0.0
World,1805,32.976,32.976,0.0,0.0,0.0,0.0
World,1806,36.64,36.64,0.0,0.0,0.0,0.0
World,1807,36.64,36.64,0.0,0.0,0.0,0.0
World,1808,36.64,36.64,0.0,0.0,0.0,0.0
World,1809,36.64,36.64,0.0,0.0,0.0,0.0
World,1810,36.64,36.64,0.0,0.0,0.0,0.0
World,1811,40.304,40.304,0.0,0.0,0.0,0.0
World,1812,40.304,40.304,0.0,0.0,0.0,0.0
World,1813,40.304,40.304,0.0,0.0,0.0,0.0
World,1814,40.304,40.304,0.0,0.0,0.0,0.0
World,1815,43.968,43.968,0.0,0.0,0.0,0.0
World,1816,47.632000000000005,47.632000000000005,0.0,0.0,0.0,0.0
World,1817,51.296,51.296,0.0,0.0,0.0,0.0
World,1818,51.296,51.296,0.0,0.0,0.0,0.0
World,1819,51.296,51.296,0.0,0.0,0.0,0.0
World,1820,51.296,51.296,0.0,0.0,0.0,0.0
World,1821,51.296,51.296,0.0,0.0,0.0,0.0
World,1822,54.96,54.96,0.0,0.0,0.0,0.0
World,1823,58.624,58.624,0.0,0.0,0.0,0.0
World,1824,58.624,58.624,0.0,0.0,0.0,0.0
World,1825,62.288000000000004,62.288000000000004,0.0,0.0,0.0,0.0
World,1826,62.288000000000004,62.288000000000004,0.0,0.0,0.0,0.0
World,1827,65.952,65.952,0.0,0.0,0.0,0.0
World,1828,65.952,65.952,0.0,0.0,0.0,0.0
World,1829,65.952,65.952,0.0,0.0,0.0,0.0
World,1830,87.936,87.936,0.0,0.0,0.0,0.0
World,1831,84.272,84.272,0.0,0.0,0.0,0.0
World,1832,84.272,84.272,0.0,0.0,0.0,0.0
World,1833,87.936,87.936,0.0,0.0,0.0,0.0
World,1834,87.936,87.936,0.0,0.0,0.0,0.0
World,1835,91.60000000000001,91.60000000000001,0.0,0.0,0.0,0.0
World,1836,106.256,106.256,0.0,0.0,0.0,0.0
World,1837,106.256,106.256,0.0,0.0,0.0,0.0
World,1838,109.92,109.92,0.0,0.0,0.0,0.0
World,1839,113.584,113.584,0.0,0.0,0.0,0.0
World,1840,120.912,120.912,0.0,0.0,0.0,0.0
World,1841,124.57600000000001,124.57600000000001,0.0,0.0,0.0,0.0
World,1842,131.904,131.904,0.0,0.0,0.0,0.0
World,1843,135.568,135.568,0.0,0.0,0.0,0.0
World,1844,142.89600000000002,142.89600000000002,0.0,0.0,0.0,0.0
World,1845,157.552,157.552,0.0,0.0,0.0,0.0
World,1846,157.552,157.552,0.0,0.0,0.0,0.0
World,1847,168.544,168.544,0.0,0.0,0.0,0.0
World,1848,172.208,172.208,0.0,0.0,0.0,0.0
World,1849,183.20000000000002,183.20000000000002,0.0,0.0,0.0,0.0
World,1850,197.856,197.856,0.0,0.0,0.0,0.0
World,1851,197.856,197.856,0.0,0.0,0.0,0.0
World,1852,208.848,208.848,0.0,0.0,0.0,0.0
World,1853,216.17600000000002,216.17600000000002,0.0,0.0,0.0,0.0
World,1854,252.816,252.816,0.0,0.0,0.0,0.0
World,1855,260.144,260.144,0.0,0.0,0.0,0.0
World,1856,278.464,278.464,0.0,0.0,0.0,0.0
World,1857,282.128,282.128,0.0,0.0,0.0,0.0
World,1858,285.79200000000003,285.79200000000003,0.0,0.0,0.0,0.0
World,1859,304.112,304.112,0.0,0.0,0.0,0.0
World,1860,333.42400000000004,333.42400000000004,0.0,0.0,0.0,0.0
World,1861,348.08000000000004,348.08000000000004,0.0,0.0,0.0,0.0
World,1862,355.408,351.744,0.0,0.0,0.0,0.0
World,1863,381.05600000000004,377.392,0.0,0.0,0.0,0.0
World,1864,410.368,410.368,0.0,0.0,0.0,0.0
World,1865,436.016,436.016,0.0,0.0,0.0,0.0
World,1866,447.00800000000004,447.00800000000004,0.0,0.0,0.0,0.0
World,1867,476.32,476.32,0.0,0.0,0.0,0.0
World,1868,494.64000000000004,490.976,0.0,0.0,0.0,0.0
World,1869,520.288,520.288,0.0,0.0,0.0,0.0
World,1870,538.6080000000001,534.9440000000001,3.664,0.0,0.0,0.0
World,1871,571.5840000000001,571.5840000000001,3.664,0.0,0.0,0.0
World,1872,633.8720000000001,633.8720000000001,3.664,0.0,0.0,0.0
World,1873,674.176,670.5120000000001,3.664,0.0,0.0,0.0
World,1874,637.5360000000001,633.8720000000001,3.664,0.0,0.0,0.0
World,1875,688.832,685.168,3.664,0.0,0.0,0.0
World,1876,699.8240000000001,696.1600000000001,3.664,0.0,0.0,0.0
World,1877,710.816,703.488,7.328,0.0,0.0,0.0
World,1878,718.144,710.816,7.328,0.0,0.0,0.0
World,1879,769.44,758.448,10.992,0.0,0.0,0.0
World,1880,864.7040000000001,853.712,10.992,0.0,0.0,0.0
World,1881,890.3520000000001,875.696,14.656,0.0,0.0,0.0
World,1882,937.984,923.3280000000001,14.656,0.0,0.0,0.0
World,1883,996.6080000000001,985.616,10.992,0.0,0.0,0.0
World,1884,1007.6,992.9440000000001,14.656,0.0,0.0,0.0
World,1885,1014.928,1000.272,14.656,3.664,0.0,0.0
World,1886,1029.584,1007.6,18.32,7.328,0.0,0.0
World,1887,1080.88,1051.568,18.32,10.992,0.0,0.0
World,1888,1198.1280000000002,1161.488,18.32,18.32,0.0,0.0
World,1889,1198.1280000000002,1165.152,21.984,10.992,0.0,0.0
World,1890,1304.384,1264.0800000000002,29.312,10.992,0.0,0.0
World,1891,1363.008,1319.04,32.976,7.328,0.0,0.0
World,1892,1370.336,1330.0320000000002,32.976,7.328,0.0,0.0
World,1893,1355.68,1311.712,36.64,7.328,0.0,0.0
World,1894,1403.3120000000001,1363.008,32.976,7.328,0.0,0.0
World,1895,1487.584,1439.952,40.304,7.328,0.0,0.0
World,1896,1535.2160000000001,1483.92,43.968,7.328,0.0,0.0
World,1897,1612.16,1557.2,47.632000000000005,7.328,0.0,0.0
World,1898,1703.76,1645.136,47.632000000000005,7.328,0.0,0.0
World,1899,1857.6480000000001,1799.0240000000001,51.296,10.992,0.0,0.0
World,1900,1956.576,1886.96,58.624,10.992,0.0,0.0
World,1901,2022.528,1945.584,65.952,14.656,0.0,0.0
World,1902,2073.824,1989.5520000000001,69.616,14.656,0.0,0.0
World,1903,2260.688,2172.752,73.28,14.656,0.0,0.0
World,1904,2286.3360000000002,2187.408,84.272,14.656,0.0,0.0
World,1905,2429.232,2330.304,84.272,18.32,0.0,0.0
World,1906,2590.4480000000003,2491.52,84.272,18.32,0.0,0.0
World,1907,2872.576,2748.0,102.592,18.32,0.0,0.0
World,1908,2748.0,2616.096,109.92,18.32,0.0,0.0
World,1909,2876.2400000000002,2737.0080000000003,117.248,21.984,0.0,0.0
World,1910,3000.8160000000003,2850.592,124.57600000000001,25.648,0.0,0.0
World,1911,3063.1040000000003,2901.888,131.904,25.648,0.0,0.0
World,1912,3220.656,3055.7760000000003,135.568,29.312,0.0,0.0
World,1913,3455.152,3279.28,150.22400000000002,29.312,0.0,0.0
World,1914,3114.4,2931.2000000000003,153.888,29.312,0.0,0.0
World,1915,3070.4320000000002,2872.576,164.88,32.976,0.0,0.0
World,1916,3301.264,3085.088,175.872,36.64,0.0,0.0
World,1917,3499.1200000000003,3264.6240000000003,197.856,40.304,0.0,0.0
World,1918,3429.5040000000004,3198.672,194.192,36.64,0.0,0.0
World,1919,2953.184,2693.04,223.50400000000002,36.64,0.0,0.0
World,1920,3414.848,3088.752,285.79200000000003,40.304,0.0,0.0
World,1921,2942.192,2597.7760000000003,307.776,36.64,0.0,0.0
World,1922,3096.08,2711.36,344.416,40.304,0.0,0.0
World,1923,3554.08,3096.08,406.704,51.296,0.0,0.0
World,1924,3528.4320000000002,3063.1040000000003,403.04,58.624,0.0,0.0
World,1925,3572.4,3085.088,425.024,62.288000000000004,0.0,0.0
World,1926,3601.712,3099.744,436.016,69.616,0.0,0.0
World,1927,3891.168,3315.92,498.30400000000003,76.944,0.0,0.0
World,1928,3902.1600000000003,3260.96,523.952,84.272,36.64,0.0
World,1929,4195.28,3469.808,586.24,102.592,36.64,0.0
World,1930,3858.192,3158.368,556.928,102.592,36.64,0.0
World,1931,3444.1600000000003,2780.976,538.6080000000001,91.60000000000001,29.312,0.0
World,1932,3103.408,2473.2000000000003,516.624,87.936,25.648,0.0
World,1933,3271.952,2594.112,564.256,91.60000000000001,25.648,0.0
World,1934,3565.072,2839.6,593.568,102.592,29.312,0.0
World,1935,3762.9280000000003,2971.504,644.864,109.92,32.976,0.0
World,1936,4140.320000000001,3271.952,703.488,124.57600000000001,40.304,0.0
World,1937,4429.776,3447.824,802.416,139.232,40.304,0.0
World,1938,4184.2880000000005,3224.32,784.096,135.568,43.968,0.0
World,1939,4367.488,3363.552,813.408,139.232,47.632000000000005,0.0
World,1940,4759.536,3726.288,839.056,153.888,40.304,0.0
World,1941,4887.776,3821.552,864.7040000000001,153.888,43.968,0.0
World,1942,4917.088000000001,3894.8320000000003,813.408,164.88,40.304,0.0
World,1943,5096.624,4001.088,875.696,183.20000000000002,36.64,0.0
World,1944,5067.312,3836.208,1007.6,197.856,25.648,0.0
World,1945,4250.24,3004.48,1007.6,216.17600000000002,25.648,0.0
World,1946,4536.032,3206.0,1069.8880000000001,223.50400000000002,36.64,0.0
World,1947,5100.2880000000005,3634.688,1179.808,245.488,43.968,0.0
World,1948,5382.416,3718.96,1333.6960000000001,278.464,51.296,0.0
World,1949,5199.216,3517.44,1326.3680000000002,296.784,58.624,0.0
World,1950,5972.320000000001,3920.48,1549.872,355.408,65.952,84.272
World,1951,6474.2880000000005,4136.656,1755.056,421.36,73.28,87.936
World,1952,6576.88,4100.0160000000005,1846.6560000000002,454.336,80.608,95.26400000000001
World,1953,6745.424,4122.0,1952.912,479.98400000000004,87.936,98.928
World,1954,6833.360000000001,4089.0240000000003,2040.8480000000002,505.632,98.928,98.928
World,1955,7481.888,4426.112,2290.0,549.6,109.92,113.584
World,1956,7976.528,4664.272,2487.856,589.904,117.248,117.248
World,1957,8317.28,4796.176,2616.096,652.192,124.57600000000001,128.24
World,1958,8537.12,4895.104,2678.384,703.488,131.904,128.24
World,1959,8856.767630495207,4952.145579837373,2907.99028802232,758.9756616916035,145.96256877494795,91.69353216896337
World,1960,9344.021638183385,5140.260888744544,3122.6597047936048,835.0142661980279,156.9465659365192,89.14021251068837
World,1961,9365.855189385218,4925.563916812088,3306.223479225604,882.3987607736514,165.44996355953387,86.21906901434244
World,1962,9698.232462370615,4912.594772013627,3553.6541781661513,968.3497025609364,177.7030149402897,85.93079468961058
World,1963,10247.49681587673,5113.153430726262,3807.739009281402,1048.8811684019647,187.21701992467663,90.5061875424259
World,1964,10780.607381032794,5206.888477311357,4100.312451475482,1154.819224184656,205.79536083070576,112.79186723059446
World,1965,11281.375930098613,5292.86789446471,4409.580205189318,1233.2996089867017,215.18540988604335,130.4428115718388
World,1966,11805.979574620522,5340.523394855782,4748.3741326576865,1342.240555745975,230.27540499040228,144.56608637067683
World,1967,12183.842789121123,5256.972601342601,5062.329025914135,1435.6034080422537,238.15482354982618,190.78293027230887
World,1968,12848.827717664033,5315.2020288121375,5512.592592896143,1562.3169919400264,254.91329488328753,203.80280913243823
World,1969,13704.617116422001,5515.927419975994,5964.72528332151,1711.5611207282884,268.368460912509,244.03483148369855
World,1970,14839.659406260178,5694.729754334909,6791.189951002031,1793.6998096919167,282.2926653769059,277.7472258544135
World,1971,15439.069918958598,5696.237448618043,7185.250335690768,1936.320994531224,300.14101569010097,321.12012442846003
World,1972,16156.698153488715,5691.468669428064,7746.585737212308,2054.9190548265565,317.15690920500344,346.5677828167884
World,1973,17015.253198745904,5853.480536362553,8287.304896121184,2136.1585666322553,336.30626650713657,402.0029331227734
World,1974,16941.685331262153,5865.223859492324,8167.278022016838,2180.795824754372,337.15368778582587,391.2339372127939
World,1975,16920.206513890626,5993.711544173026,8061.627052906619,2193.9917762411033,334.43033033657895,336.44581023329965
World,1976,17817.877904434554,6261.919597383338,8480.175706677397,2323.426716878907,357.00930036577375,395.3465831291343
World,1977,18307.06302665622,6394.482258986102,8791.19948334717,2367.3067027838583,372.7511770603297,381.3234044787556
World,1978,18977.766123818747,6589.1225582637335,9112.42396456915,2490.3970876582543,395.7238624896582,390.0986508379497
World,1979,19483.84879939622,6837.004820424719,9253.619574557204,2630.8001487662823,402.22244180201386,360.201813845997
World,1980,19390.715292081608,7040.126938261204,8920.610286575002,2708.6160627837626,404.87248639332205,316.4895180683147
World,1981,18864.18276372806,6997.8963686674615,8484.306033615254,2739.8748590444275,404.7940759695863,237.31142643133327
World,1982,18724.147005820178,7124.200071181186,8280.067443040309,2681.2439655415415,402.8313931206789,235.80413293646183
World,1983,18901.653545917747,7338.577928600495,8211.498646677883,2725.8746606125833,412.54815336908644,213.154156657698
World,1984,19451.67783311443,7650.058547675424,8250.933959985774,2943.170641517658,420.3884363511742,187.12624758439696
World,1985,20144.61107688791,8205.599666135722,8268.053933557287,3064.709860591996,424.35840131966665,181.88921528324104
World,1986,20431.442515552946,8299.314177392322,8514.807688978726,3005.6357441470714,441.49978923697626,170.1851157978478
World,1987,21093.834255547696,8599.328439344408,8616.532151415853,3255.0942752945166,459.3284509315589,163.55093856135852
World,1988,21900.70952848307,8892.886722719319,8919.58038050512,3414.169318629739,487.8916107907252,186.1814958381683
World,1989,22230.684192213514,8918.543940039073,9069.0540780101,3592.1528685587627,499.48084428442405,151.4524613211576
World,1990,22717.539949253358,8753.146147436217,9201.045600045883,3860.972092800595,501.3112209649874,228.9420121191328
World,1991,23190.953068066097,8675.54976886059,9658.971299874795,3938.425705792057,514.347817076707,243.6957098208293
World,1992,22466.42544424951,8454.430800635248,9141.708657220934,3965.4333640908726,535.9935015955904,213.81348536993804
World,1993,22716.350579463615,8564.447154676482,9173.792487517758,4074.5391607199226,556.1585119344187,209.93406480956912
World,1994,22877.819299376995,8612.934655121275,9209.503433953774,4114.202847590037,592.0477078476865,212.47492746357682
World,1995,23371.562669176757,8864.24267528296,9308.652181248579,4221.010763424545,626.3406377715933,210.75022278093712
World,1996,24099.55639031848,9078.903874126509,9621.271795056702,4407.267294162216,639.6568215881166,214.52414748997322
World,1997,24236.89306895779,9036.387754580222,9758.587884107035,4428.612566273289,658.7728739119848,219.49054806230168
World,1998,24149.835762412193,8801.604524613924,9853.850946490717,4498.526928614016,655.7421332216907,207.02638607187836
World,1999,24456.51910121587,8737.590968124976,10072.168270232229,4630.744980566536,684.8875753552886,199.46756408124
World,2000,25154.359559148375,9059.852356678874,10255.630735898398,4746.478540533202,716.2908184440378,245.65705196994827
World,2001,25364.482308217095,9107.523802221407,10338.207095892032,4792.724470909389,748.4509961724955,247.20664954484712
World,2002,25919.41393179279,9498.974669088786,10300.742608445347,4938.263338532447,790.6070850995179,258.19577356579225
World,2003,27167.961823381364,10273.491212681085,10544.015743130272,5106.602126106862,850.6926070160548,258.1910000153906
World,2004,28444.357621785566,10946.745820089493,10900.07696568217,5270.77960823623,907.440422956549,281.7464425908993
World,2005,29401.099803090787,11614.689317606164,10990.381523151034,5396.43182930613,959.0235943527181,301.6152626476096
World,2006,30375.676759736765,12273.776842894546,11071.364816505402,5535.243677129163,1045.7343826315894,303.1242263301433
World,2007,31282.141525455667,12862.912526743412,11109.941763941939,5721.283006833471,1121.5534577431263,318.07918811848737
World,2008,31994.39787139573,13359.475104187499,11140.761641620791,5883.918517843855,1137.5764526645928,330.47829773727693
World,2009,31532.266751011364,13199.914344543437,10962.235257165015,5754.904182839232,1172.6589894428473,322.8192145544051
World,2010,33151.18990517857,14004.188985390092,11235.770015709008,6197.240100750137,1249.2892941599357,329.79795973548084
World,2011,34271.539650721024,14882.900050824628,11244.6295811387,6343.626043229371,1340.9429182767294,322.4890814023866
World,2012,34793.08967861216,15043.24046165255,11446.890158416332,6466.750174701201,1373.4489255539795,327.84789537852276
World,2013,34959.42724305345,14931.52512445509,11588.877170201426,6546.193018510905,1424.2926734895261,332.07343821443925
World,2014,35224.83782457585,14936.736228462345,11738.850237737664,6598.738403991869,1476.2626016035128,336.63461454558177
World,2015,35238.64093818625,14641.197819257493,11942.55078715386,6747.393193120232,1434.62571273008,338.8092609439577
World,2016,35379.683816741905,14440.880939974437,12123.426401663493,6884.984264301096,1464.8975270924511,334.9527000099515
World,2017,35810.497610445185,14483.732438873136,12274.685671114124,7101.15601984013,1476.0989688616237,343.24516282666536
World,2018,36572.75422017836,14680.381267939832,12425.536056764568,7485.188397678804,1506.761698038971,343.3074508266654
